record_id,data_source,category,content,content_cleaned,content_length,quality_score,links,type,processed_date,original_index
273,wikipedia,lainnya,"^""Top 100 Universities in Asia2012"". Diarsipkan dariaslitanggal 2012-08-19. Diakses tanggal2012-08-25.",top 100 univ in asia diar dari 2012 diak tang,102,70,#cite_ref-41 https://web.archive.org/web/20120819103440/http://www.4icu.org/topAsia/ http://www.4icu.org/topAsia/,li,2025-06-21,570
274,wikipedia,lainnya,"^""Top 200 Universities in the world 2012."". Diarsipkan dariaslitanggal 2014-09-01. Diakses tanggal2010-04-26.",top 200 univ in the worl 2012 diar dari 2014 diak tang,109,80,#cite_ref-42 https://web.archive.org/web/20140901183434/http://www.4icu.org/top200/ http://www.4icu.org/top200/,li,2025-06-21,571
275,wikipedia,lainnya,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2012-04-25. Diakses tanggal2010-04-26.",sali arsi diar dari 2012 diak tang,83,60,#cite_ref-43 https://web.archive.org/web/20120425035022/http://www.topuniversities.com/university-rankings/world-university-rankings/2009/subject-rankings/technology http://www.topuniversities.com/university-rankings/world-university-rankings/2009/subject-rankings/technology,li,2025-06-21,572
276,wikipedia,lainnya,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2012-06-26. Diakses tanggal2012-08-26.",sali arsi diar dari 2012 diak tang,83,60,#cite_ref-44 https://web.archive.org/web/20120626073558/http://www.topuniversities.com/university-rankings/world-university-rankings/2011/faculty-area-rankings/technology?page=3 http://www.topuniversities.com/university-rankings/world-university-rankings/2011/faculty-area-rankings/technology?page=3,li,2025-06-21,573
277,wikipedia,lokasi,"^""QS Stars in Indonesia"". Diarsipkan dariaslitanggal 2012-08-23. Diakses tanggal2012-08-25.",qs star in indo diar dari 2012 diak tang,91,80,#cite_ref-45 https://web.archive.org/web/20120823141455/http://www.topuniversities.com/qsstars/indonesia http://www.topuniversities.com/qsstars/indonesia,li,2025-06-21,574
278,wikipedia,lainnya,"^""QS World University Rankings by Subject 2015 - Art & Design"".Top Universities. 2015-04-22. Diarsipkan dariaslitanggal 2017-03-22. Diakses tanggal2017-03-21.",qs worl univ rank by subj 2015 art desi univ 2015 diar dari 2017 diak tang,158,80,#cite_ref-:0_46-0 https://web.archive.org/web/20170322020938/https://www.topuniversities.com/university-rankings/university-subject-rankings/2015/art-design https://www.topuniversities.com/university-rankings/university-subject-rankings/2015/art-design,li,2025-06-21,575
279,wikipedia,lainnya,"^http://www.itb.ac.id/news/46Diarsipkan2016-01-19 diWayback Machine. ITB News Portal, 13 Maret 2003,Mantan Rektor ITB , Ir. Ukar Bratakusumah Meninggal",http diwa mach itb news port 13 mare 2003 rekt itb ir ukar brat meni,151,80,#cite_ref-48 http://www.itb.ac.id/news/46 https://web.archive.org/web/20160119194755/http://www.itb.ac.id/news/46 /wiki/Wayback_Machine,li,2025-06-21,576
280,wikipedia,mahasiswa,"^abcdef""Situs resmi Keluarga Mahasiswa ITB"". Diarsipkan dariaslitanggal 2012-07-15. Diakses tanggal2012-08-06.",abcd resm kelu maha itb diar dari 2012 diak tang,110,90,#cite_ref-webkm_51-0 #cite_ref-webkm_51-1 #cite_ref-webkm_51-2 #cite_ref-webkm_51-3 #cite_ref-webkm_51-4 #cite_ref-webkm_51-5 https://web.archive.org/web/20120715050515/http://km.itb.ac.id/site/?cat=77 http://km.itb.ac.id/site/?cat=77,li,2025-06-21,577
281,wikipedia,akademik,"^""Situs resmi Himpunan Mahasiswa Jurusan"". Diarsipkan dariaslitanggal 2012-07-15. Diakses tanggal2012-08-06.",situ resm himp maha juru diar dari 2012 diak tang,108,90,#cite_ref-hmj_52-0 https://web.archive.org/web/20120715050515/http://km.itb.ac.id/site/?cat=77 http://km.itb.ac.id/site/?cat=77,li,2025-06-21,578
282,wikipedia,penelitian,"^""Pusat Unggulan Iptek Broadband Wireless Access"".Institut Teknologi Bandung. Diarsipkan dariaslitanggal 2022-11-30. Diakses tanggal30 November2022.",pusa ungg ipte broa wire acce tekn band diar dari 2022 diak tang nove,148,100,#cite_ref-53 https://web.archive.org/web/20221130161618/https://www.itb.ac.id/pusat-unggulan-iptek-broadband-wireless-access https://www.itb.ac.id/pusat-unggulan-iptek-broadband-wireless-access,li,2025-06-21,579
283,wikipedia,lainnya,"^Sudrajat, Ajat (2019-02-01). Lestari, Dewanti (ed.).""ITB luncurkan Base Station 4G Infinitebe"".ANTARA News. Diarsipkan dariaslitanggal 2021-02-26. Diakses tanggal2020-06-01.",sudr ajat 2019 lest dewa edit lunc base stat 4g infi news diar dari 2021 diak tang,174,80,#cite_ref-54 https://web.archive.org/web/20210226105331/https://www.antaranews.com/berita/793861/itb-luncurkan-base-station-4g-infinitebe /wiki/Lembaga_Kantor_Berita_Nasional_Antara https://www.antaranews.com/berita/793861/itb-luncurkan-base-station-4g-infinitebe,li,2025-06-21,580
284,wikipedia,lainnya,"^Rakyat, Pikiran.""ITB Luncurkan Base Station 4G, Ini Keunggulannya - Pikiran-Rakyat.com"".www.pikiran-rakyat.com. Diarsipkan dariaslitanggal 2020-06-13. Diakses tanggal2020-06-01.",raky piki lunc base stat 4g keun piki diar dari 2020 diak tang,178,80,#cite_ref-55 https://web.archive.org/web/20200613164841/https://www.pikiran-rakyat.com/teknologi/pr-01306050/itb-luncurkan-base-station-4g-ini-keunggulannya https://www.pikiran-rakyat.com/teknologi/pr-01306050/itb-luncurkan-base-station-4g-ini-keunggulannya,li,2025-06-21,581
285,wikipedia,lainnya,"^""Home"".InfiniteBe. Diarsipkan dariaslitanggal 2021-03-01. Diakses tanggal2020-06-01.",home diar dari 2021 diak tang,85,60,#cite_ref-56 https://web.archive.org/web/20210301030432/http://infinitebe.com/ https://infinitebe.com/,li,2025-06-21,582
286,wikipedia,penelitian,"^ITB, Webmaster Team, Direktorat Sistem dan Teknologi Informasi.""ITB Meluncurkan Base Station 4G LTE InfiniteBe -"".Institut Teknologi Bandung. Diarsipkan dariaslitanggal 2022-03-18. Diakses tanggal2020-06-01.Pemeliharaan CS1: Banyak nama: authors list (link)",itb webm team dire sist tekn info melu base stat 4g lte infi inst tekn band diar dari 2022 diak tang cs1 bany nama auth list link,258,100,#cite_ref-57 https://web.archive.org/web/20220318020727/https://www.itb.ac.id/news/read/56973/home/itb-meluncurkan-base-station-4g-lte-infinitebe https://www.itb.ac.id/news/read/56973/home/itb-meluncurkan-base-station-4g-lte-infinitebe /wiki/Kategori:Pemeliharaan_CS1:_Banyak_nama:_authors_list,li,2025-06-21,583
287,wikipedia,lainnya,"^Antara (2019-02-02). Prima, Erwin (ed.).""ITB Rilis Base Station 4G Infinitebe untuk Internet Cepat"".Tempo.co. Diarsipkan dariaslitanggal 2021-07-28. Diakses tanggal2020-06-01.",2019 prim erwi edit rili base stat 4g infi inte cepa diar dari 2021 diak tang,176,80,#cite_ref-58 https://web.archive.org/web/20210728074659/https://tekno.tempo.co/read/1171398/itb-rilis-base-station-4g-infinitebe-untuk-internet-cepat /wiki/Tempo.co https://tekno.tempo.co/read/1171398/itb-rilis-base-station-4g-infinitebe-untuk-internet-cepat,li,2025-06-21,584
288,wikipedia,lokasi,"^Indonesia.go.id.""Penyalur Sinyal 4G InfiniTeBe ITB, Bukti Kolaborasi Triple Helix Bidang Iptek"".LINE TODAY. Diarsipkan dariaslitanggal 2023-03-18. Diakses tanggal2020-06-01.",indo siny 4g infi itb bukt kola trip heli bida ipte toda diar dari 2023 diak tang,174,100,#cite_ref-59 https://web.archive.org/web/20230318082834/https://today.line.me/dist/eb704053/static/pages/id_sunset.html https://today.line.me/id/article/Penyalur+Sinyal+4G+InfiniTeBe+ITB+Bukti+Kolaborasi+Triple+Helix+Bidang+Iptek-20QJwe,li,2025-06-21,585
289,wikipedia,lainnya,"^""Artikel:""ITB Borong Juara di Kontes Robot Terbang 2014"" di Okezone.com"". Diarsipkan dariaslitanggal 2014-10-21. Diakses tanggal2014-10-21.",arti boro juar kont robo terb 2014 okez diar dari 2014 diak tang,140,80,#cite_ref-60 https://web.archive.org/web/20141021153147/http://news.okezone.com/read/2014/10/20/65/1054804/itb-borong-juara-di-kontes-robot-terbang-2014 http://news.okezone.com/read/2014/10/20/65/1054804/itb-borong-juara-di-kontes-robot-terbang-2014,li,2025-06-21,586
290,wikipedia,lainnya,"^""Artikel:""Wuahhh... Tim Big Bang ITB Gondol Prestasi di Asia Pasifik!"" di Kompas.com"". Diarsipkan dariaslitanggal 2016-03-04. Diakses tanggal2014-10-21.",arti tim big bang itb gond pres asia pasi komp diar dari 2016 diak tang,153,80,#cite_ref-61 https://web.archive.org/web/20160304212535/http://edukasi.kompas.com/read/2009/12/21/19324339/Wuahhh....Tim.Big.Bang.ITB.Gondol.Prestasi.di.Asia.Pasifik.. http://edukasi.kompas.com/read/2009/12/21/19324339/Wuahhh....Tim.Big.Bang.ITB.Gondol.Prestasi.di.Asia.Pasifik..,li,2025-06-21,587
291,wikipedia,penelitian,Teknik Dirgantara Institut Teknologi Bandung,tekn dirg inst tekn band,44,60,/w/index.php?title=Teknik_Dirgantara_Institut_Teknologi_Bandung&action=edit&redlink=1,li,2025-06-21,589
292,wikipedia,penelitian,Sekolah Teknik Elektro dan Informatika Institut Teknologi Bandung,seko tekn elek info inst tekn band,65,80,/wiki/Sekolah_Teknik_Elektro_dan_Informatika_Institut_Teknologi_Bandung,li,2025-06-21,590
293,wikipedia,akademik,Fakultas Teknik Sipil dan Lingkungan Institut Teknologi Bandung,faku tekn sipi ling inst tekn band,63,80,/wiki/Fakultas_Teknik_Sipil_dan_Lingkungan_Institut_Teknologi_Bandung,li,2025-06-21,591
294,wikipedia,lokasi,Politeknik Negeri Bandung(dahulu Politeknik ITB),poli nege band poli itb,48,60,/wiki/Politeknik_Negeri_Bandung,li,2025-06-21,592
295,wikipedia,lokasi,Politeknik Manufaktur Bandung(dahulu PMS-ITB),poli manu band pmsi,45,60,/wiki/Politeknik_Manufaktur_Bandung,li,2025-06-21,593
296,wikipedia,penelitian,(Indonesia)Situs resmi Institut Teknologi Bandung,indo resm inst tekn band,49,60,http://www.itb.ac.id/,li,2025-06-21,595
297,wikipedia,lokasi,Bandung Kogyo Daigaku,band kogy daig,21,60,/wiki/Bandung_Kogyo_Daigaku,li,2025-06-21,600
298,wikipedia,lokasi,Sekolah Tinggi Teknik Bandung,seko ting tekn band,29,60,/wiki/Sekolah_Tinggi_Teknik_Bandung,li,2025-06-21,601
299,wikipedia,lokasi,Universitas Indonesia Bandung,univ indo band,29,60,/wiki/Universitas_Indonesia_Bandung,li,2025-06-21,604
300,wikipedia,akademik,Fakultas Teknik Sipil dan Lingkungan,faku tekn sipi ling,36,60,/wiki/Fakultas_Teknik_Sipil_dan_Lingkungan_Institut_Teknologi_Bandung,li,2025-06-21,612
301,wikipedia,lokasi,Seni Budaya Indonesia Aceh,seni buda indo aceh,26,60,/wiki/Institut_Seni_Budaya_Indonesia_Aceh,li,2025-06-21,730
302,wikipedia,lokasi,Seni Budaya Indonesia Bandung,seni buda indo band,29,60,/wiki/Institut_Seni_Budaya_Indonesia_Bandung,li,2025-06-21,731
303,wikipedia,lokasi,Seni Budaya Indonesia Tanah Papua,seni buda indo tana papu,33,60,/wiki/Institut_Seni_Budaya_Indonesia_Tanah_Papua,li,2025-06-21,732
304,wikipedia,lokasi,Seni Indonesia Padang Panjang,seni indo pada panj,29,60,/wiki/Institut_Seni_Indonesia_Padang_Panjang,li,2025-06-21,734
305,wikipedia,lokasi,Seni Indonesia Surakarta,seni indo sura,24,60,/wiki/Institut_Seni_Indonesia_Surakarta,li,2025-06-21,735
306,wikipedia,lokasi,Seni Indonesia Yogyakarta,seni indo yogy,25,60,/wiki/Institut_Seni_Indonesia_Yogyakarta,li,2025-06-21,736
307,wikipedia,penelitian,Teknologi Sepuluh Nopember,tekn sepu nope,26,60,/wiki/Institut_Teknologi_Sepuluh_Nopember,li,2025-06-21,740
308,wikipedia,lainnya,Nama PTN yang dicetaktebalmerupakanPTN badan hukum.,nama ptn dice bada huku,51,60,/wiki/Perguruan_Tinggi_Negeri_Badan_Hukum,li,2025-06-21,747
309,wikipedia,penelitian,Technische Hoogeschool te Bandoeng(sekarangInstitut Teknologi Bandung-ITB),tech hoog te band tekn band,74,80,/wiki/Technische_Hoogeschool_te_Bandoeng /wiki/ITB,li,2025-06-21,795
310,wikipedia,lokasi,Revolusi Nasional Indonesia,revo nasi indo,27,60,/wiki/Revolusi_Nasional_Indonesia,li,2025-06-21,796
311,wikipedia,lokasi,Pemilihan umum legislatif Indonesia 1955,pemi umum legi indo 1955,40,60,/wiki/Pemilihan_umum_legislatif_Indonesia_1955,li,2025-06-21,798
312,wikipedia,lokasi,Pemerintahan Revolusioner Republik Indonesia,peme revo repu indo,44,60,/wiki/Pemerintahan_Revolusioner_Republik_Indonesia,li,2025-06-21,799
313,wikipedia,lokasi,Dekrit Presiden Republik Indonesia 1959,dekr pres repu indo 1959,39,60,/wiki/Dekrit_Presiden_Republik_Indonesia_1959,li,2025-06-21,801
314,wikipedia,lokasi,Presiden Indonesiake-3,pres indo,22,60,/wiki/Presiden_Indonesia /wiki/Daftar_Presiden_Indonesia,li,2025-06-21,814
315,wikipedia,lokasi,Wakil Presiden Indonesiake-7,waki pres indo,28,60,/wiki/Wakil_Presiden_Indonesia /wiki/Daftar_Wakil_Presiden_Indonesia,li,2025-06-21,815
316,wikipedia,penelitian,Menteri Negara Riset dan Teknologi Republik Indonesiake-4,ment nega rise tekn repu indo,57,80,/wiki/Menteri_Negara_Riset_dan_Teknologi_Republik_Indonesia,li,2025-06-21,816
317,wikipedia,penelitian,Universitas TelkomInstitut Manajemen TelkomInstitut Teknologi TelkomPoliteknik TelkomSekolah Tinggi Seni Rupa dan Desain Indonesia Telkom,univ telk mana telk tekn telk telk ting seni rupa desa indo telk,137,100,/wiki/Universitas_Telkom /wiki/Institut_Manajemen_Telkom /wiki/Institut_Teknologi_Telkom /wiki/Politeknik_Telkom /wiki/Sekolah_Tinggi_Seni_Rupa_dan_Desain_Indonesia_Telkom,li,2025-06-21,820
318,wikipedia,penelitian,Institut Teknologi Telkom,inst tekn telk,25,60,/wiki/Institut_Teknologi_Telkom,li,2025-06-21,822
319,wikipedia,lokasi,Sekolah Tinggi Seni Rupa dan Desain Indonesia Telkom,seko ting seni rupa desa indo telk,52,80,/wiki/Sekolah_Tinggi_Seni_Rupa_dan_Desain_Indonesia_Telkom,li,2025-06-21,824
320,wikipedia,lokasi,Politeknik Negeri Bandung,poli nege band,25,60,/wiki/Politeknik_Negeri_Bandung,li,2025-06-21,825
321,wikipedia,penelitian,Akademi Teknologi Pulp dan Kertas,akad tekn pulp kert,33,60,/wiki/Akademi_Teknologi_Pulp_dan_Kertas,li,2025-06-21,826
322,wikipedia,lokasi,Universitas Advent Indonesia,univ adve indo,28,60,/wiki/Universitas_Advent_Indonesia,li,2025-06-21,828
323,wikipedia,lokasi,Politeknik Transportasi Darat Indonesia - STTD,poli tran dara indo sttd,46,70,/wiki/Politeknik_Transportasi_Darat_Indonesia_-_STTD,li,2025-06-21,829
324,wikipedia,penelitian,Institut Teknologi Sains Bandung,inst tekn sain band,32,60,/wiki/Institut_Teknologi_Sains_Bandung,li,2025-06-21,830
325,wikipedia,penelitian,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,seko ting tekn muha cile,47,60,/wiki/Sekolah_Tinggi_Teknologi_Muhammadiyah_Cileungsi,li,2025-06-21,838
326,wikipedia,lokasi,Universitas Putra Indonesia Cianjur,univ putr indo cian,35,60,/wiki/Universitas_Putra_Indonesia_Cianjur,li,2025-06-21,842
327,wikipedia,penelitian,Institut Teknologi Garut,inst tekn garu,24,60,/wiki/Institut_Teknologi_Garut,li,2025-06-21,847
328,wikipedia,lainnya,Sekolah Tinggi Agama Islam Darul Arqam Muhammadiyah Garut,seko ting agam isla daru arqa muha garu,57,60,/wiki/Sekolah_Tinggi_Agama_Islam_Darul_Arqam_Muhammadiyah_Garut,li,2025-06-21,848
329,wikipedia,penelitian,Institut Teknologi Petroleum Balongan,inst tekn petr balo,37,60,/wiki/Institut_Teknologi_Petroleum_Balongan,li,2025-06-21,853
330,wikipedia,lokasi,Horizon University Indonesia,hori univ indo,28,60,/wiki/Horizon_University_Indonesia,li,2025-06-21,858
331,wikipedia,akademik,Universitas Yayasan Pendidikan Imam Bonjol,univ yaya pend imam bonj,42,60,/wiki/Universitas_Yayasan_Pendidikan_Imam_Bonjol,li,2025-06-21,864
332,wikipedia,lainnya,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al Farabi Pangandaran,seko ting ilmu tarb nahd ulam al fara pang,66,60,/wiki/Sekolah_Tinggi_Ilmu_Tarbiyah_Nahdlatul_Ulama_Al_Farabi_Pangandaran,li,2025-06-21,866
333,wikipedia,penelitian,Sekolah Tinggi Teknologi Wastukancana,seko ting tekn wast,37,60,/wiki/Sekolah_Tinggi_Teknologi_Wastukancana,li,2025-06-21,867
334,wikipedia,lokasi,Universitas Koperasi Indonesia,univ kope indo,30,60,/wiki/Universitas_Koperasi_Indonesia,li,2025-06-21,880
335,wikipedia,lokasi,Institut Seni Budaya Indonesia Bandung,inst seni buda indo band,38,60,/wiki/Institut_Seni_Budaya_Indonesia_Bandung,li,2025-06-21,883
336,wikipedia,lokasi,Politeknik Energi dan Pertambangan Bandung,poli ener pert band,42,60,/wiki/Politeknik_Energi_dan_Pertambangan_Bandung,li,2025-06-21,885
337,wikipedia,lokasi,Politeknik Manufaktur Bandung,poli manu band,29,60,/wiki/Politeknik_Manufaktur_Bandung,li,2025-06-21,887
338,wikipedia,lokasi,Politeknik Pariwisata NHI Bandung,poli pari nhi band,33,60,/wiki/Politeknik_Pariwisata_NHI_Bandung,li,2025-06-21,888
339,wikipedia,lokasi,Politeknik STTT Bandung,poli sttt band,23,60,/wiki/Politeknik_STTT_Bandung,li,2025-06-21,889
340,wikipedia,akademik,Universitas Pendidikan Indonesia,univ pend indo,32,60,/wiki/Universitas_Pendidikan_Indonesia,li,2025-06-21,891
341,wikipedia,penelitian,Institut Teknologi Harapan Bangsa,inst tekn hara bang,33,60,/wiki/Institut_Teknologi_Harapan_Bangsa,li,2025-06-21,892
342,wikipedia,penelitian,Institut Teknologi Nasional Bandung,inst tekn nasi band,35,60,/wiki/Institut_Teknologi_Nasional_Bandung,li,2025-06-21,893
343,wikipedia,lokasi,Politeknik Akmb Bandung,poli akmb band,23,60,/wiki/Politeknik_Akmb_Bandung,li,2025-06-21,894
344,wikipedia,lokasi,Politeknik Garuda Nusantara Bandung,poli garu nusa band,35,60,/wiki/Politeknik_Garuda_Nusantara_Bandung,li,2025-06-21,895
345,wikipedia,lokasi,Politeknik Praktisi Bandung,poli prak band,27,60,/wiki/Politeknik_Praktisi_Bandung,li,2025-06-21,897
346,wikipedia,lokasi,Sekolah Tinggi Desain Indonesia,seko ting desa indo,31,60,/wiki/Sekolah_Tinggi_Desain_Indonesia,li,2025-06-21,898
347,wikipedia,lokasi,Sekolah Tinggi Hukum Bandung,seko ting huku band,28,60,/wiki/Sekolah_Tinggi_Hukum_Bandung,li,2025-06-21,899
348,wikipedia,lokasi,Sekolah Tinggi Ilmu Komunikasi Bandung,seko ting ilmu komu band,38,60,/wiki/Sekolah_Tinggi_Ilmu_Komunikasi_Bandung,li,2025-06-21,900
349,wikipedia,lokasi,Sekolah Tinggi Manajemen Informatika dan Komputer Jawa Barat,seko ting mana info komp jawa bara,60,80,/wiki/Sekolah_Tinggi_Manajemen_Informatika_dan_Komputer_Jawa_Barat,li,2025-06-21,901
350,wikipedia,lokasi,Sekolah Tinggi Manajemen Informatika dan Komputer Indonesia Mandiri,seko ting mana info komp indo mand,67,80,/wiki/Sekolah_Tinggi_Manajemen_Informatika_dan_Komputer_Indonesia_Mandiri,li,2025-06-21,902
351,wikipedia,penelitian,Sekolah Tinggi Sains dan Teknologi Indonesia,seko ting sain tekn indo,44,70,/wiki/Sekolah_Tinggi_Sains_dan_Teknologi_Indonesia,li,2025-06-21,903
352,wikipedia,lokasi,Universitas 'Aisyiyah Bandung,univ aisy band,29,60,/wiki/Universitas_%27Aisyiyah_Bandung,li,2025-06-21,905
353,wikipedia,lokasi,Universitas Indonesia Membangun,univ indo memb,31,60,/wiki/Universitas_Indonesia_Membangun,li,2025-06-21,907
354,wikipedia,lokasi,Universitas Informatika dan Bisnis Indonesia,univ info bisn indo,44,60,/wiki/Universitas_Informatika_dan_Bisnis_Indonesia,li,2025-06-21,908
355,wikipedia,lokasi,Universitas Islam Bandung,univ isla band,25,60,/wiki/Universitas_Islam_Bandung,li,2025-06-21,910
356,wikipedia,lokasi,Universitas Komputer Indonesia,univ komp indo,30,60,/wiki/Universitas_Komputer_Indonesia,li,2025-06-21,914
357,wikipedia,lokasi,Universitas Muhammadiyah Bandung,univ muha band,32,60,/wiki/Universitas_Muhammadiyah_Bandung,li,2025-06-21,918
358,wikipedia,penelitian,Universitas Teknologi Bandung,univ tekn band,29,60,/wiki/Universitas_Teknologi_Bandung,li,2025-06-21,922
359,wikipedia,lainnya,Sekolah Tinggi Manajemen Informatika dan Komputer Bani Saleh,seko ting mana info komp bani sale,60,60,/wiki/Sekolah_Tinggi_Manajemen_Informatika_dan_Komputer_Bani_Saleh,li,2025-06-21,925
360,wikipedia,penelitian,Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,seko ting tekn indu farm bogo,51,80,/wiki/Sekolah_Tinggi_Teknologi_Industri_dan_Farmasi_Bogor,li,2025-06-21,934
361,wikipedia,lokasi,Universitas Binaniaga Indonesia,univ bina indo,31,60,/wiki/Universitas_Binaniaga_Indonesia,li,2025-06-21,935
362,wikipedia,administrasi,Sekolah Tinggi Ilmu Administrasi Cimahi,seko ting ilmu admi cima,39,60,/wiki/Sekolah_Tinggi_Ilmu_Administrasi_Cimahi,li,2025-06-21,939
363,wikipedia,akademik,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pasundan,seko ting kegu ilmu pend pasu,52,80,/wiki/Sekolah_Tinggi_Keguruan_dan_Ilmu_Pendidikan_Pasundan,li,2025-06-21,940
364,wikipedia,lainnya,Universitas Islam Negeri Siber Syekh Nurjati Cirebon,univ isla nege sibe syek nurj cire,52,60,/wiki/Universitas_Islam_Negeri_Siber_Syekh_Nurjati_Cirebon,li,2025-06-21,943
365,wikipedia,penelitian,Sekolah Tinggi Teknologi Cirebon,seko ting tekn cire,32,60,/wiki/Sekolah_Tinggi_Teknologi_Cirebon,li,2025-06-21,945
366,wikipedia,lokasi,Universitas Indonesia,univ indo,21,60,/wiki/Universitas_Indonesia,li,2025-06-21,950
367,wikipedia,lokasi,Universitas Islam Internasional Indonesia,univ isla inte indo,41,60,/wiki/Universitas_Islam_Internasional_Indonesia,li,2025-06-21,951
368,wikipedia,lokasi,Politeknik Pengayoman Indonesia,poli peng indo,31,60,/wiki/Politeknik_Pengayoman_Indonesia,li,2025-06-21,953
369,wikipedia,penelitian,Sekolah Tinggi Teknologi Nurul Fikri,seko ting tekn nuru fikr,36,60,/wiki/Sekolah_Tinggi_Teknologi_Nurul_Fikri,li,2025-06-21,954
370,wikipedia,lokasi,Perguruan tinggi negeri di Jawa Barat,perg ting nege jawa bara,37,70,/wiki/Kategori:Perguruan_tinggi_negeri_di_Jawa_Barat,li,2025-06-21,964
371,wikipedia,lokasi,Perguruan tinggi di Jawa Barat,perg ting jawa bara,30,60,/wiki/Kategori:Perguruan_tinggi_di_Jawa_Barat,li,2025-06-21,965
372,wikipedia,lokasi,Perguruan tinggi teknik di Indonesia,perg ting tekn indo,36,60,/wiki/Kategori:Perguruan_tinggi_teknik_di_Indonesia,li,2025-06-21,968
373,wikipedia,akademik,Pendidikan teknologi di Indonesia,pend tekn indo,33,60,/wiki/Kategori:Pendidikan_teknologi_di_Indonesia,li,2025-06-21,969
374,wikipedia,akademik,Pendidikan seni di Indonesia,pend seni indo,28,60,/wiki/Kategori:Pendidikan_seni_di_Indonesia,li,2025-06-21,970
375,wikipedia,akademik,Pendidikan farmasi di Indonesia,pend farm indo,31,60,/wiki/Kategori:Pendidikan_farmasi_di_Indonesia,li,2025-06-21,971
376,wikipedia,akademik,Pendidikan bisnis di Indonesia,pend bisn indo,30,60,/wiki/Kategori:Pendidikan_bisnis_di_Indonesia,li,2025-06-21,972
377,wikipedia,lokasi,Perguruan tinggi manajemen di Indonesia,perg ting mana indo,39,60,/wiki/Kategori:Perguruan_tinggi_manajemen_di_Indonesia,li,2025-06-21,973
378,wikipedia,akademik,Pendidikan matematika dan ilmu pengetahuan alam di Indonesia,pend mate ilmu peng alam indo,60,80,/wiki/Kategori:Pendidikan_matematika_dan_ilmu_pengetahuan_alam_di_Indonesia,li,2025-06-21,974
379,wikipedia,akademik,Pendidikan pascasarjana di Indonesia,pend pasc indo,36,60,/wiki/Kategori:Pendidikan_pascasarjana_di_Indonesia,li,2025-06-21,975
380,wikipedia,lainnya,Pages using infobox university with the image name parameter,page usin info univ with the imag name para,60,60,/wiki/Kategori:Pages_using_infobox_university_with_the_image_name_parameter,li,2025-06-21,987
381,wikipedia,lainnya,Pages using infobox university with unknown parameters,page usin info univ with unkn para,54,60,/wiki/Kategori:Pages_using_infobox_university_with_unknown_parameters,li,2025-06-21,989
382,wikipedia,lainnya,"Teks tersedia di bawahLisensi Atribusi-BerbagiSerupa Creative Commons;
ketentuan tambahan mungkin berlaku.
LihatKetentuan Penggunaanuntuk rincian lebih lanjut.",teks ters bawa atri crea comm kete tamb mung berl liha peng rinc lebi lanj,159,80,https://creativecommons.org/licenses/by-sa/4.0/deed.en https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use,li,2025-06-21,994
